Callsign,CQZ,ValidFrom,ValidTo
KP2JR,3,2010-11-02T00:00:00+00:00,2020-08-03T23:59:59+00:00
KL7DLG,3,2016-03-08T00:00:00+00:00,2022-05-12T23:59:59+00:00
K1ENT,3,2018-09-12T00:00:00+00:00,2019-10-14T23:59:59+00:00
KL7KVJ,3,2023-03-02T00:00:00+00:00,2024-02-21T23:59:59+00:00
WH6EEZ,3,2015-10-15T00:00:00+00:00,2019-09-05T23:59:59+00:00
KH7Y,3,2021-09-29T00:00:00+00:00,2024-03-10T23:59:59+00:00
AL5W,3,2013-05-13T00:00:00+00:00,2024-03-12T23:59:59+00:00
AH6JZ,3,1994-01-04T00:00:00+00:00,2013-11-24T23:59:59+00:00
KL7RS,3,2010-04-14T00:00:00+00:00,2014-04-11T23:59:59+00:00
KL7M,3,2014-03-26T00:00:00+00:00,2024-04-04T23:59:59+00:00
WP4MKD,3,2007-12-06T00:00:00+00:00,2014-01-09T23:59:59+00:00
KH0Y,3,2003-01-31T00:00:00+00:00,2013-03-04T23:59:59+00:00
WL7BA,3,2008-03-26T00:00:00+00:00,2023-07-10T23:59:59+00:00
WL7TG,3,2008-03-26T00:00:00+00:00,2023-07-10T23:59:59+00:00
NH2JE,3,2013-09-19T00:00:00+00:00,2024-05-08T23:59:59+00:00
KH6RG,3,2024-05-12T00:00:00+00:00,2024-05-31T23:59:59+00:00
NH2JE,3,2024-05-14T00:00:00+00:00,2024-05-29T23:59:59+00:00
KL7WG,3,2021-10-01T00:00:00+00:00,2022-03-31T23:59:59+00:00
KL7WG,3,2022-10-01T00:00:00+00:00,2023-03-31T23:59:59+00:00
KL7WG,3,2023-10-01T00:00:00+00:00,2024-03-31T23:59:59+00:00
AH8DX,3,2000-05-12T00:00:00+00:00,2020-05-12T23:59:59+00:00
NL7KV,3,2018-04-16T00:00:00+00:00,2024-07-09T23:59:59+00:00
KH2G,3,2011-08-23T00:00:00+00:00,2019-02-21T23:59:59+00:00
KH2MV,3,2022-12-30T00:00:00+00:00,2024-07-21T23:59:59+00:00
WL7QJ,3,2001-09-12T00:00:00+00:00,2004-02-24T23:59:59+00:00
KL1SP,3,2009-08-10T00:00:00+00:00,2024-08-18T23:59:59+00:00
KL7KTO,3,2023-02-28T00:00:00+00:00,2024-08-20T23:59:59+00:00
AL7EI,3,2002-10-28T00:00:00+00:00,2024-08-22T23:59:59+00:00
KL2TZ,3,2019-06-21T00:00:00+00:00,2024-08-26T23:59:59+00:00
AH2AP,3,2018-12-18T00:00:00+00:00,2024-09-07T23:59:59+00:00
KL7JG,3,2001-10-25T00:00:00+00:00,2024-09-17T23:59:59+00:00
WP4MRN,3,2024-08-26T00:00:00+00:00,2024-09-17T23:59:59+00:00
WP4FL,3,2014-09-19T00:00:00+00:00,2024-09-20T23:59:59+00:00
KL1HS,3,2008-07-16T00:00:00+00:00,2024-10-12T23:59:59+00:00
AH0CN,3,2014-02-17T00:00:00+00:00,2014-04-11T23:59:59+00:00
WH6W,3,1995-01-10T00:00:00+00:00,2024-10-26T23:59:59+00:00
NH6DM,3,1994-11-01T00:00:00+00:00,2002-09-16T23:59:59+00:00
AL7PV,3,2005-01-28T00:00:00+00:00,2024-11-14T23:59:59+00:00
WL7XN,3,2005-02-06T00:00:00+00:00,2024-11-17T23:59:59+00:00
KH7HJ,3,2022-05-14T00:00:00+00:00,2024-11-26T23:59:59+00:00
WL7BOO,3,1987-05-19T00:00:00+00:00,2016-11-14T23:59:59+00:00
WH6DAD,3,2010-12-06T00:00:00+00:00,2010-12-24T23:59:59+00:00
NH7TU,3,2010-12-24T00:00:00+00:00,2024-12-13T23:59:59+00:00
AL7KC,3,2024-12-30T00:00:00+00:00,2025-01-13T23:59:59+00:00
WH7T,3,2006-05-02T00:00:00+00:00,2009-01-13T23:59:59+00:00
KL2CV,3,2022-01-05T00:00:00+00:00,2023-05-01T23:59:59+00:00
KH7CP,3,2007-01-16T00:00:00+00:00,2017-02-06T23:59:59+00:00
KH0QOL,3,2025-01-20T00:00:00+00:00,2025-03-01T23:59:59+00:00
NH7SH,3,2013-11-06T00:00:00+00:00,2025-03-23T23:59:59+00:00
KL4FX,3,2020-06-09T00:00:00+00:00,2025-03-31T23:59:59+00:00
WH6U,3,2018-07-14T00:00:00+00:00,2025-04-06T23:59:59+00:00
KH7CM,3,2014-04-18T00:00:00+00:00,2025-04-29T23:59:59+00:00
AH6SU,3,2014-12-01T00:00:00+00:00,2021-12-14T23:59:59+00:00
WH6ETR,3,2025-02-21T00:00:00+00:00,2025-05-09T23:59:59+00:00
KL1RV,3,2016-12-11T00:00:00+00:00,2025-05-13T23:59:59+00:00
VA6DM,3,2025-05-21T00:00:00+00:00,2025-05-28T23:59:59+00:00
VA6DM,3,2025-06-05T00:00:00+00:00,2025-06-05T23:59:59+00:00
AL7KC,3,2025-05-04T00:00:00+00:00,2025-05-11T23:59:59+00:00
WH6GCV,3,2024-09-16T00:00:00+00:00,2025-06-16T23:59:59+00:00
KL7R,3,2017-10-01T00:00:00+00:00,2018-03-31T23:59:59+00:00
KL7R,3,2018-10-01T00:00:00+00:00,2019-03-31T23:59:59+00:00
KL7R,3,2019-10-01T00:00:00+00:00,2020-03-31T23:59:59+00:00
KL7R,3,2020-10-01T00:00:00+00:00,2021-03-31T23:59:59+00:00
KL7R,3,2021-10-01T00:00:00+00:00,2022-03-31T23:59:59+00:00
KL7R,3,2022-10-01T00:00:00+00:00,2023-03-31T23:59:59+00:00
KL7R,3,2023-10-01T00:00:00+00:00,2024-03-31T23:59:59+00:00
KL7R,3,2024-10-01T00:00:00+00:00,2025-03-31T23:59:59+00:00
KL7R,3,2025-10-01T00:00:00+00:00,2026-03-31T23:59:59+00:00
KH7AX,3,2019-02-02T00:00:00+00:00,2025-06-22T23:59:59+00:00
KL0FL,3,2007-04-02T00:00:00+00:00,2013-10-17T23:59:59+00:00
VE6SH/7,3,2025-07-12T00:00:00+00:00,2025-07-13T23:59:59+00:00
NH6NG,3,2005-10-24T00:00:00+00:00,2021-07-16T23:59:59+00:00
KH6ND,3,2014-06-29T00:00:00+00:00,2025-05-05T23:59:59+00:00
KH7X,3,2014-02-15T00:00:00+00:00,
KH6XJ,3,2020-06-30T00:00:00+00:00,2025-08-19T23:59:59+00:00
KY9L,4,,
AA6TT,4,1992-11-01T00:00:00+00:00,1995-12-31T23:59:59+00:00
AH2AR,4,1990-10-09T00:00:00+00:00,
KL7RF,4,1992-07-07T00:00:00+00:00,
KV4AA,4,1999-04-21T00:00:00+00:00,
KL1SE,4,2004-10-05T00:00:00+00:00,
NH6EF,4,1992-06-23T00:00:00+00:00,
KH6OZ,4,2002-07-24T00:00:00+00:00,
WH6BPL/4,4,2001-12-06T00:00:00+00:00,
KL7YL,4,2002-06-03T00:00:00+00:00,
NP2BB/9,4,1988-12-11T00:00:00+00:00,
KL7HM,4,1997-05-14T00:00:00+00:00,2004-01-09T23:59:59+00:00
K7MOA,4,2000-07-01T00:00:00+00:00,2005-02-12T23:59:59+00:00
VY0A,4,2009-04-01T00:00:00+00:00,2009-04-03T23:59:59+00:00
VY0V,4,2010-03-29T00:00:00+00:00,2010-04-01T23:59:59+00:00
KT7V,4,,1996-11-03T23:59:59+00:00
KH7HH,4,2008-12-26T00:00:00+00:00,2009-12-05T23:59:59+00:00
W2SC,4,1997-10-06T00:00:00+00:00,1999-12-31T23:59:59+00:00
KH3AD,4,1993-07-20T00:00:00+00:00,2003-05-19T23:59:59+00:00
AL7AW,4,1993-03-30T00:00:00+00:00,2010-12-28T23:59:59+00:00
AH2JD,4,2010-10-02T00:00:00+00:00,2010-10-22T23:59:59+00:00
KH2YF,4,2005-05-23T00:00:00+00:00,2014-03-20T23:59:59+00:00
NH6WF,4,1990-01-30T00:00:00+00:00,2013-01-30T23:59:59+00:00
WH6ZW,4,1995-12-11T00:00:00+00:00,2014-05-13T23:59:59+00:00
KP4QT,4,1996-08-29T00:00:00+00:00,2004-02-26T23:59:59+00:00
KP4QT,4,2006-04-03T00:00:00+00:00,2006-06-20T23:59:59+00:00
KL7AHB,4,1978-09-14T00:00:00+00:00,1995-02-17T23:59:59+00:00
NH6CN,4,1999-01-28T00:00:00+00:00,2008-05-06T23:59:59+00:00
NP4AI,4,2002-01-08T00:00:00+00:00,
NP4AI/M,4,2002-01-08T00:00:00+00:00,
NP2F,4,1996-11-25T00:00:00+00:00,
KP4MD/M,4,1998-09-15T00:00:00+00:00,1998-09-16T23:59:59+00:00
KP3VA/M,4,2009-03-14T00:00:00+00:00,2009-03-14T23:59:59+00:00
KP3VA/M,4,2009-02-15T00:00:00+00:00,2009-02-15T23:59:59+00:00
KL7IXI,4,2007-04-29T00:00:00+00:00,2010-11-17T23:59:59+00:00
WL7TG,4,2000-12-23T00:00:00+00:00,2005-03-08T23:59:59+00:00
WH6I,4,1999-10-09T00:00:00+00:00,2000-08-13T23:59:59+00:00
WH6YQ,4,2004-05-05T00:00:00+00:00,2014-09-30T23:59:59+00:00
KP4SU,4,2001-01-19T00:00:00+00:00,2008-05-21T23:59:59+00:00
KL2NQ,4,2010-01-13T00:00:00+00:00,2014-11-03T23:59:59+00:00
WP4LOZ,4,2004-09-20T00:00:00+00:00,2014-11-12T23:59:59+00:00
VA0XN/P,4,1999-04-09T00:00:00+00:00,1999-05-10T23:59:59+00:00
KL2A,4,2001-02-10T00:00:00+00:00,2001-02-11T23:59:59+00:00
KL2A,4,2001-02-10T00:00:00+00:00,2001-02-11T23:59:59+00:00
KL7IPV,4,1983-08-01T00:00:00+00:00,1998-07-08T23:59:59+00:00
AL1VE/R,4,1998-06-13T00:00:00+00:00,1998-06-15T23:59:59+00:00
AL1VE/R,4,2010-06-12T00:00:00+00:00,2010-06-14T23:59:59+00:00
AL1VE/R,4,2011-06-11T00:00:00+00:00,2011-06-13T23:59:59+00:00
AL1VE/R,4,2012-06-09T00:00:00+00:00,2012-06-11T23:59:59+00:00
AL1VE/R,4,2013-06-08T00:00:00+00:00,2013-06-10T23:59:59+00:00
AL1VE/R,4,2014-06-14T00:00:00+00:00,2014-06-16T23:59:59+00:00
AL1VE,4,2000-06-10T00:00:00+00:00,2000-06-12T23:59:59+00:00
AL1VE/R,4,2000-06-10T00:00:00+00:00,2000-06-12T23:59:59+00:00
WL7HC,4,1995-07-19T00:00:00+00:00,2001-05-08T09:59:59+00:00
AH8T,4,2003-09-28T00:00:00+00:00,2009-09-23T23:59:59+00:00
KL7RZ,4,2002-09-11T00:00:00+00:00,2002-10-08T23:59:59+00:00
KI8JT,4,,2001-10-18T23:59:59+00:00
W0YNY,4,1981-02-27T00:00:00+00:00,1996-10-09T23:59:59+00:00
KB9YVE,4,2001-02-05T00:00:00+00:00,2006-03-16T23:59:59+00:00
KB9YVF,4,2001-02-05T00:00:00+00:00,2006-03-15T23:59:59+00:00
KM4KX,4,1997-11-10T00:00:00+00:00,2003-10-28T23:59:59+00:00
AH6ET,4,1998-04-01T00:00:00+00:00,2013-01-30T23:59:59+00:00
K5HQM,4,1960-01-01T00:00:00+00:00,2015-01-22T23:59:59+00:00
NL7RC,4,1992-03-17T00:00:00+00:00,2005-03-02T23:59:59+00:00
K0YRI,4,,1988-02-29T23:59:59+00:00
KD0CZC,4,2008-02-20T00:00:00+00:00,2015-01-06T23:59:59+00:00
N0WXJ,4,1993-04-07T00:00:00+00:00,2014-07-28T23:59:59+00:00
KB7IBI,4,1993-07-20T00:00:00+00:00,2005-07-14T23:59:59+00:00
NP2BB,4,1994-08-06T00:00:00+00:00,2000-04-03T23:59:59+00:00
N0EK,4,1997-02-12T00:00:00+00:00,2008-12-10T23:59:59+00:00
WU3V,4,1992-08-11T00:00:00+00:00,2010-05-07T23:59:59+00:00
KF5FJQ,4,2010-03-11T00:00:00+00:00,2012-10-26T23:59:59+00:00
KC0BFX,4,1998-01-01T00:00:00+00:00,1998-10-28T23:59:59+00:00
KG6AWU,4,2005-01-01T00:00:00+00:00,2010-08-01T23:59:59+00:00
W4TP,4,1997-04-10T00:00:00+00:00,2006-11-14T23:59:59+00:00
KH6HBZ,4,1980-01-01T00:00:00+00:00,1986-12-31T23:59:59+00:00
NL7OI,4,1999-11-15T00:00:00+00:00,2013-01-08T23:59:59+00:00
KP4SL,4,2002-07-12T00:00:00+00:00,2015-01-28T23:59:59+00:00
N0GDU,4,1985-05-21T00:00:00+00:00,2004-06-02T23:59:59+00:00
WP4KDL,4,2012-09-19T00:00:00+00:00,2014-12-14T23:59:59+00:00
KH2TB,4,2003-09-18T00:00:00+00:00,2009-07-20T23:59:59+00:00
KD0FDP,4,2008-09-09T00:00:00+00:00,2011-07-24T23:59:59+00:00
KH2HB,4,1998-04-20T00:00:00+00:00,2000-04-21T23:59:59+00:00
NH0E,4,2010-10-17T00:00:00+00:00,2010-11-05T23:59:59+00:00
K5BGG,4,1960-01-01T00:00:00+00:00,1992-07-20T23:59:59+00:00
KP4RS,4,1998-08-28T00:00:00+00:00,2003-08-04T23:59:59+00:00
N5WE,4,1981-02-27T00:00:00+00:00,2008-12-18T23:59:59+00:00
KH2NC,4,1998-03-05T00:00:00+00:00,2006-03-19T23:59:59+00:00
N0UGZ,4,1992-10-06T00:00:00+00:00,2004-07-26T23:59:59+00:00
KC7IKF,4,1995-01-21T00:00:00+00:00,2015-02-25T23:59:59+00:00
WP2R,4,2006-01-18T00:00:00+00:00,2006-04-19T23:59:59+00:00
N0DQD,4,1985-07-26T00:00:00+00:00,2006-01-17T23:59:59+00:00
KD0CLU,4,2007-12-18T00:00:00+00:00,2008-06-16T23:59:59+00:00
WY5C,4,1989-05-02T00:00:00+00:00,2003-10-15T23:59:59+00:00
KL7V,4,1996-06-18T00:00:00+00:00,2008-10-15T23:59:59+00:00
KL7UHF,4,2005-07-04T00:00:00+00:00,2005-07-23T23:59:59+00:00
WL7CLI,4,1995-03-24T00:00:00+00:00,2002-11-01T23:59:59+00:00
KD8QML,4,2004-05-08T00:00:00+00:00,2013-06-12T23:59:59+00:00
WL7PC,4,2005-05-14T00:00:00+00:00,2005-06-07T23:59:59+00:00
N0AJW,4,,1985-10-28T23:59:59+00:00
KC5KIG,4,1994-10-19T00:00:00+00:00,2003-03-13T23:59:59+00:00
KF5ULC,4,2013-03-19T00:00:00+00:00,2013-06-19T23:59:59+00:00
NI5I/1P1,4,1990-06-23T00:00:00+00:00,1990-06-24T23:59:59+00:00
NI5I/1P1,4,1990-12-29T00:00:00+00:00,1990-12-30T23:59:59+00:00
NI5I/1P1,4,1991-12-28T00:00:00+00:00,1991-12-29T23:59:59+00:00
NI5I/1P1,4,1993-05-21T00:00:00+00:00,1993-05-23T23:59:59+00:00
AL7AA,4,1983-01-01T00:00:00+00:00,1992-11-23T23:59:59+00:00
KP4TOM,4,2009-06-25T00:00:00+00:00,2013-09-06T23:59:59+00:00
WP4DNE,4,1995-07-17T00:00:00+00:00,2004-07-17T23:59:59+00:00
KL7FQQ,4,2006-11-13T00:00:00+00:00,2015-03-23T23:59:59+00:00
WL7DP,4,2006-04-03T00:00:00+00:00,2007-05-15T23:59:59+00:00
N0GDT,4,1985-05-21T00:00:00+00:00,2004-06-02T23:59:59+00:00
N0GLI,4,1985-08-16T00:00:00+00:00,2004-06-02T23:59:59+00:00
N9ZP,4,1999-08-03T00:00:00+00:00,2005-02-23T23:59:59+00:00
N8NN,4,,1992-06-01T23:59:59+00:00
KH7HH,4,2008-12-26T00:00:00+00:00,2009-12-05T23:59:59+00:00
KH6OO,4,2005-01-31T00:00:00+00:00,2005-02-18T23:59:59+00:00
KL0FOX,4,2014-09-02T00:00:00+00:00,2015-04-21T23:59:59+00:00
WP4MZR,4,2006-10-27T00:00:00+00:00,2013-03-19T23:59:59+00:00
KL2FU,4,2010-06-30T00:00:00+00:00,2015-04-29T23:59:59+00:00
WL7WN,4,2010-12-16T00:00:00+00:00,2014-03-25T23:59:59+00:00
KD8BVD,4,2010-11-03T00:00:00+00:00,2015-03-30T23:59:59+00:00
NH6HW,4,1994-03-22T00:00:00+00:00,2005-08-19T23:59:59+00:00
WL7BNQ,4,2007-12-26T00:00:00+00:00,2015-06-02T23:59:59+00:00
KL7BR,4,2013-01-03T00:00:00+00:00,2013-12-08T23:59:59+00:00
KH6GDN,4,1995-07-26T00:00:00+00:00,2000-06-22T23:59:59+00:00
KH6GDN,4,2002-04-29T00:00:00+00:00,2015-06-21T23:59:59+00:00
AL7GI,4,2014-01-20T00:00:00+00:00,2014-08-13T23:59:59+00:00
WP4NEP,4,2014-01-16T00:00:00+00:00,2015-07-25T23:59:59+00:00
WP4NBP,4,2002-10-23T00:00:00+00:00,2015-08-04T23:59:59+00:00
WH6LE,4,1996-08-14T00:00:00+00:00,1998-03-30T23:59:59+00:00
KL0AL,4,2005-12-25T00:00:00+00:00,2007-07-10T23:59:59+00:00
KL1IG,4,2010-12-13T00:00:00+00:00,2015-08-14T23:59:59+00:00
KL7EN,4,2002-06-25T00:00:00+00:00,2008-08-11T23:59:59+00:00
N9AVY/CS,4,1989-02-10T00:00:00+00:00,1991-02-02T23:59:59+00:00
N0JID/CS,4,1989-10-01T00:00:00+00:00,1989-10-01T23:59:59+00:00
N0GIV/CS,4,1990-02-03T00:00:00+00:00,2000-04-01T23:59:59+00:00
WD5IBM/CS,4,1990-04-29T00:00:00+00:00,1990-04-29T23:59:59+00:00
N8DCQ/CS,4,1992-02-18T00:00:00+00:00,1992-02-18T23:59:59+00:00
KD5DE/CS,4,1992-12-03T00:00:00+00:00,1992-12-03T23:59:59+00:00
WD5BFO/CS,4,1993-08-07T00:00:00+00:00,1993-08-07T23:59:59+00:00
N0HVI/CS,4,1994-08-06T00:00:00+00:00,1994-08-06T23:59:59+00:00
WJ0M/CS,4,2001-02-03T00:00:00+00:00,2002-02-02T23:59:59+00:00
N0IM/CS,4,2004-02-07T00:00:00+00:00,2004-02-07T23:59:59+00:00
KX8Z/CS,4,1988-08-25T00:00:00+00:00,1988-08-25T23:59:59+00:00
WA0RJE/CS,4,1988-08-07T00:00:00+00:00,1988-08-07T23:59:59+00:00
KC0GP/CS,4,1987-06-17T00:00:00+00:00,1989-09-20T23:59:59+00:00
WB5TXP/CS,4,1980-10-08T00:00:00+00:00,1980-10-08T23:59:59+00:00
KB0ON/CS,4,1984-02-04T00:00:00+00:00,2001-08-21T23:59:59+00:00
WB8JET,4,,1981-02-26T23:59:59+00:00
KP4GE,4,1999-01-18T00:00:00+00:00,2013-12-10T23:59:59+00:00
WP4OUE,4,2014-08-29T00:00:00+00:00,2015-09-10T23:59:59+00:00
KL7DE,4,2015-06-01T00:00:00+00:00,2015-07-28T23:59:59+00:00
KH7FB,4,2000-02-07T00:00:00+00:00,2003-10-07T23:59:59+00:00
WH6CXA,4,1997-03-07T00:00:00+00:00,2011-09-03T23:59:59+00:00
NP2EP,4,1998-10-23T00:00:00+00:00,2002-08-21T23:59:59+00:00
AH6CY,4,1982-07-01T00:00:00+00:00,1993-04-05T23:59:59+00:00
NP3SU,4,2004-05-05T00:00:00+00:00,2005-04-19T23:59:59+00:00
AH2JD,4,2015-09-21T00:00:00+00:00,2015-10-10T23:59:59+00:00
KL0JW,4,2008-03-24T00:00:00+00:00,2015-09-23T23:59:59+00:00
WB9YMF/CG,4,1983-12-30T00:00:00+00:00,1983-12-30T23:59:59+00:00
W9OAM/CG,4,1983-07-27T00:00:00+00:00,1983-07-27T23:59:59+00:00
KA9KKU/CG,4,1982-07-11T00:00:00+00:00,1982-07-11T23:59:59+00:00
KA9IXM/CG,4,1982-06-28T00:00:00+00:00,1982-06-28T23:59:59+00:00
WA9UJK/CG,4,1982-01-30T00:00:00+00:00,1982-01-30T23:59:59+00:00
WB9VIN/CG,4,1981-05-27T00:00:00+00:00,1981-05-27T23:59:59+00:00
N9BPL/CG,4,1981-04-06T00:00:00+00:00,1981-04-06T23:59:59+00:00
WB9VKI/CG,4,1981-01-31T00:00:00+00:00,1981-01-31T23:59:59+00:00
KB9RM/CG,4,1980-12-01T00:00:00+00:00,1980-12-01T23:59:59+00:00
WB8OFG/CG,4,1980-11-24T00:00:00+00:00,1980-11-24T23:59:59+00:00
WD8MFS/CG,4,1980-10-13T00:00:00+00:00,1980-10-13T23:59:59+00:00
KA9HWA/CG,4,1980-09-20T00:00:00+00:00,1980-09-20T23:59:59+00:00
KB9HG/CG,4,1980-05-24T00:00:00+00:00,1980-05-24T23:59:59+00:00
WD9HZI/CG,4,1980-04-06T00:00:00+00:00,1980-04-06T23:59:59+00:00
KA9EAT/CG,4,1980-01-31T00:00:00+00:00,1980-01-31T23:59:59+00:00
KA9CMN/CG,4,1979-07-16T00:00:00+00:00,1979-07-16T23:59:59+00:00
KA9DSA/CG,4,1979-06-04T00:00:00+00:00,1979-06-04T23:59:59+00:00
WD9CIS/CG,4,1978-08-24T00:00:00+00:00,1978-08-24T23:59:59+00:00
WD9ALS/CG,4,1978-01-25T00:00:00+00:00,1978-01-25T23:59:59+00:00
WD0AQS/CG,4,1977-10-30T00:00:00+00:00,1977-10-30T23:59:59+00:00
WB9UNR/CG,4,1977-10-27T00:00:00+00:00,1977-10-27T23:59:59+00:00
WD9EPU/CG,4,1977-08-17T00:00:00+00:00,1977-08-17T23:59:59+00:00
W0PRY/CG,4,1977-05-06T00:00:00+00:00,1977-05-27T23:59:59+00:00
WB9YDR/CG,4,1977-04-18T00:00:00+00:00,1977-04-18T23:59:59+00:00
WB9YYU/CG,4,1977-04-12T00:00:00+00:00,1977-04-12T23:59:59+00:00
WB8ITW/DT,4,1978-04-05T00:00:00+00:00,1978-05-24T23:59:59+00:00
KA8NXD/DT,4,1982-07-03T00:00:00+00:00,1982-07-03T23:59:59+00:00
WB8OBK/DT,4,1977-06-23T00:00:00+00:00,1977-06-23T23:59:59+00:00
WD8ALG/DT,4,1981-08-18T00:00:00+00:00,1981-08-18T23:59:59+00:00
WD8LIU/DT,4,1977-07-29T00:00:00+00:00,1977-08-10T23:59:59+00:00
WD8LLD/DT,4,1978-01-01T00:00:00+00:00,1978-01-01T23:59:59+00:00
WD8DJX/DT,4,1977-06-18T00:00:00+00:00,1977-06-18T23:59:59+00:00
KA8FXW/DT,4,1981-04-28T00:00:00+00:00,1981-04-28T23:59:59+00:00
WB8TZF/DT,4,1977-04-13T00:00:00+00:00,1977-04-13T23:59:59+00:00
W8EGB/DT,4,1978-03-08T00:00:00+00:00,1978-03-08T23:59:59+00:00
K5MK/DT,4,1990-02-02T00:00:00+00:00,1990-02-02T23:59:59+00:00
KA8RUB/DT,4,1983-12-11T00:00:00+00:00,1983-12-11T23:59:59+00:00
KA5CLA/DT,4,1979-06-26T00:00:00+00:00,1979-06-26T23:59:59+00:00
WD8LRT/DT,4,1980-01-20T00:00:00+00:00,1980-01-20T23:59:59+00:00
N8BUZ/DT,4,1982-03-20T00:00:00+00:00,1982-03-20T23:59:59+00:00
KA8IJR/DT,4,1981-03-06T00:00:00+00:00,1981-03-06T23:59:59+00:00
KA8CPO/DT,4,1978-04-22T00:00:00+00:00,1978-04-22T23:59:59+00:00
KA8NUV/DT,4,1983-12-10T00:00:00+00:00,1983-12-10T23:59:59+00:00
WB9WIC/CG,4,1977-04-16T00:00:00+00:00,1977-04-16T23:59:59+00:00
WD0AQD/CG,4,1978-03-08T00:00:00+00:00,1978-03-08T23:59:59+00:00
N5CAY/AT,4,1980-06-23T00:00:00+00:00,1980-06-23T23:59:59+00:00
N9FVN/AT,4,1986-09-28T00:00:00+00:00,1986-09-28T23:59:59+00:00
N8MXP/AT,4,1991-12-14T00:00:00+00:00,1991-12-14T23:59:59+00:00
WB0ZID/DV,4,1977-07-03T00:00:00+00:00,1977-07-03T23:59:59+00:00
WA0KLZ/DV,4,1978-07-07T00:00:00+00:00,1978-07-07T23:59:59+00:00
WB7PLU/DV,4,1979-12-08T00:00:00+00:00,1979-12-08T23:59:59+00:00
K5OGX/DV,4,1977-10-21T00:00:00+00:00,1977-11-12T23:59:59+00:00
WD0DLY/DV,4,1978-02-01T00:00:00+00:00,1978-02-01T23:59:59+00:00
KA0EDW/DV,4,1980-04-03T00:00:00+00:00,1980-04-03T23:59:59+00:00
KA0FXH/DV,4,1980-08-07T00:00:00+00:00,1980-08-07T23:59:59+00:00
N0CBG/DV,4,1982-08-25T00:00:00+00:00,1982-08-25T23:59:59+00:00
WB5QNK/DL,4,1977-07-17T00:00:00+00:00,1977-07-17T23:59:59+00:00
WA5IKU/DL,4,1977-07-17T00:00:00+00:00,1977-07-17T23:59:59+00:00
WD5DRK/DL,4,1977-07-17T00:00:00+00:00,1977-07-17T23:59:59+00:00
WD5BEL/DL,4,1977-07-17T00:00:00+00:00,1977-07-17T23:59:59+00:00
WD5BEO/DL,4,1977-07-16T00:00:00+00:00,1977-07-17T23:59:59+00:00
WA5KCZ/DL,4,1977-09-14T00:00:00+00:00,1977-09-14T23:59:59+00:00
KA5AGJ/DL,4,1978-12-18T00:00:00+00:00,1978-12-18T23:59:59+00:00
KA5EMI/DL,4,1979-07-18T00:00:00+00:00,1979-07-18T23:59:59+00:00
N5BAW/DL,4,1980-01-20T00:00:00+00:00,1980-01-20T23:59:59+00:00
N5AQC/DL,4,1980-03-27T00:00:00+00:00,1980-03-27T23:59:59+00:00
KA5IWP/DL,4,1980-11-16T00:00:00+00:00,1980-11-16T23:59:59+00:00
KA5JQZ/DL,4,1980-12-13T00:00:00+00:00,1980-12-13T23:59:59+00:00
KA5GFJ/DL,4,1981-12-13T00:00:00+00:00,1981-12-13T23:59:59+00:00
KA5NIG/DL,4,1982-08-12T00:00:00+00:00,1982-08-12T23:59:59+00:00
W5VHP/DL,4,1983-10-29T00:00:00+00:00,1983-10-29T23:59:59+00:00
WD5GFZ/DL,4,1978-03-26T00:00:00+00:00,1978-03-26T23:59:59+00:00
KA5HWH/PA,4,1980-11-29T00:00:00+00:00,1981-08-02T23:59:59+00:00
N0AVA/PA,4,1980-06-28T00:00:00+00:00,1980-06-28T23:59:59+00:00
KR0T/SD,4,1996-03-25T00:00:00+00:00,1996-03-25T23:59:59+00:00
K9GIZ/ST,4,1980-11-06T00:00:00+00:00,1980-11-06T23:59:59+00:00
K5LBU/ST,4,1980-11-23T00:00:00+00:00,1980-11-23T23:59:59+00:00
N4DUG/ST,4,1981-06-21T00:00:00+00:00,1981-06-21T23:59:59+00:00
N8ETC/DT,4,1983-05-30T00:00:00+00:00,1983-05-30T23:59:59+00:00
WB8YBJ/DT,4,1977-03-20T00:00:00+00:00,1977-03-22T23:59:59+00:00
WD8BPF/DT,4,1977-04-04T00:00:00+00:00,1977-04-04T23:59:59+00:00
W0OPD/PL,4,1978-03-08T00:00:00+00:00,1978-03-08T23:59:59+00:00
WA0DSJ/PL,4,1979-10-14T00:00:00+00:00,1979-10-14T23:59:59+00:00
KA9FPA/PL,4,1981-04-24T00:00:00+00:00,1981-04-24T23:59:59+00:00
WB0YVJ/PL,4,1981-12-24T00:00:00+00:00,1981-12-24T23:59:59+00:00
KA9MVJ/PL,4,1982-07-11T00:00:00+00:00,1982-07-11T23:59:59+00:00
N0BSH/PL,4,1983-06-12T00:00:00+00:00,1983-06-12T23:59:59+00:00
KA9LQF/PL,4,1984-08-30T00:00:00+00:00,1984-08-30T23:59:59+00:00
KD0QU/PL,4,1984-12-18T00:00:00+00:00,1984-12-18T23:59:59+00:00
WB5YMU/HU,4,1977-07-17T00:00:00+00:00,1977-07-17T23:59:59+00:00
WD5BWM/HU,4,1977-05-02T00:00:00+00:00,1977-05-02T23:59:59+00:00
WA5GBD/HU,4,1977-05-27T00:00:00+00:00,1977-05-27T23:59:59+00:00
WB5YYK/HU,4,1977-07-07T00:00:00+00:00,1977-07-07T23:59:59+00:00
WD5ACD/HU,4,1977-09-29T00:00:00+00:00,1977-09-29T23:59:59+00:00
